00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	GO!
plz001_03_01_35	Yesss! I'm pumped!
plz001_04_00_00	What sort of party is this?
plz001_04_01_01	I'm gonna have a blast! I know it!
plz001_04_02_02	One thing's for sure:\r\nI'm gonna win!
plz001_04_03_02	I'm ready! Are you?
plz001_04_04_01	Yoshiii! Yoshiii!\r\n(I'm ready to start!)
plz001_04_05_02	Ookook! Ook!\r\n(Hurry up! I wanna play!)
plz001_04_06_01	What sort of party awaits me?
plz001_04_07_00	Ooo! Ooo!\r\n(I'm going all out!)
plz001_04_08_01	A party's not a party\r\nuntil I'M there!
plz001_04_09_00	Everyone's ready to go!
plz001_04_10_01	We're all ready.
plz001_04_11_02	Oooh, the suspense\r\nis unbearable!
plz001_04_12_00	I wanna party now!
plz001_04_13_02	Rattly clatter...\r\n(Hurry...want to go...)
plz001_04_14_01	Whatever we're doing,\r\nI already know I'll win!
plz001_04_15_01	Gehehheh! Let's party!
plz001_04_16_02	This party's gonna be\r\nmind-blowing!
plz001_04_17_00	I'm bringing my A game!
plz001_05_00_00	We meet again. Let's go!
plz001_05_00_03	The party's so close\r\nI can smell it!
plz001_05_00_04	You're gonna take\r\nme again! Or else!
plz001_05_00_07	The party's right there!\r\nLet's crash it again!
plz001_05_00_09	Yoshiii! Yoshiii!\r\n(Let's go again!)
plz001_05_00_10	Ook! Ookooook!\r\n(Am I invited back?)
plz001_05_00_13	We meet again.\r\nThe party awaits us.
plz001_05_00_14	Ooo! Ooo!\r\n(Let's party again!)
plz001_05_00_16	Gyahaha! Back for more, huh?
plz001_05_00_18	Again! Let's go again!
plz001_05_00_21	We could go back...
plz001_05_00_22	I'm eager to try it again!
plz001_05_00_25	I'll go as many times\r\nas you let me!
plz001_05_00_27	Clink clatter clink...\r\n(Are we going back or not...)
plz001_05_00_29	I'll keep going until they\r\nkick me out!
plz001_05_00_31	Gehehheh! Our next time will\r\nbe even better than last time!
plz001_05_00_33	What are we waiting for? The\r\nparty's gonna start without us!
plz001_05_00_35	Last time was fun, but I bet\r\nwe can top it if we try!
plz001_06_00_00	I want to see {c[ffdc0f]}[0]{c[ffffff]}.
plz001_06_00_01	I wanna check out\r\n{c[ffdc0f]}[0]{c[ffffff]}!
plz001_06_00_02	Take me to {c[ffdc0f]}[0]{c[ffffff]}!\r\nNow!
plz001_06_00_03	Take me to that \r\n{c[ffdc0f]}[0]{c[ffffff]}!
plz001_06_00_04	Yoshiii! Yoshiii!\r\n(I wanna try\r\n{c[ffdc0f]}[0]{c[ffffff]}!)
plz001_06_00_05	Ookookooooook!\r\n(I wanna go to \r\n{c[ffdc0f]}[0]{c[ffffff]}!)
plz001_06_00_06	Shall we try\r\n{c[ffdc0f]}[0]{c[ffffff]}?
plz001_06_00_07	Ooo! Ooo! \r\n(Let's do {c[ffdc0f]}[0]{c[ffffff]}!)
plz001_06_00_08	{c[ffdc0f]}[0]{c[ffffff]} looks\r\nlike my idea of a good time!
plz001_06_00_09	Can we go to\r\n{c[ffdc0f]}[0]{c[ffffff]}?
plz001_06_00_10	We should do\r\n{c[ffdc0f]}[0]{c[ffffff]}.
plz001_06_00_11	I've gotta try\r\n{c[ffdc0f]}[0]{c[ffffff]}!
plz001_06_00_12	I wanna hit up\r\n{c[ffdc0f]}[0]{c[ffffff]}!
plz001_06_00_13	Clickety clack clack!\r\n(I yearn for {c[ffdc0f]}[0]{c[ffffff]}!)
plz001_06_00_14	{c[ffdc0f]}[0]{c[ffffff]} is the\r\nplace to be!
plz001_06_00_15	Gehhehheh! Let's do\r\n{c[ffdc0f]}[0]{c[ffffff]} next!
plz001_06_00_16	Yo, when are we going to\r\n{c[ffdc0f]}[0]{c[ffffff]}?
plz001_06_00_17	I can't wait to go to\r\n{c[ffdc0f]}[0]{c[ffffff]}!
plz001_01_00_00	Oh, {c[ffdc0f]}[n0]{c[ffffff]}!
plz001_01_00_01	This party has a lot to take in, so I\r\nfixed up something to help navigate it!
plz001_01_00_02	Feast your eyes on this!
plz001_01_00_03	I call it a {c[ff3f37]} Party Pad{c[ffffff]}!
plz001_01_00_04	Hope it helps!
plz001_02_00_00	What's up, {c[ffdc0f]}[n0]{c[ffffff]}?
plz001_02_00_01	What would you like to do?
plz001_02_00_01_a	Change characters!
plz001_02_00_01_b	Change systems/players!
plz001_02_00_01_c	I'm good.
plz001_02_00_01_c_00	OK! Nice of you to stop by!
plz001_02_00_01_c_01	Got it! Enjoy the party!
plz001_02_00_01_c_02	I'm here if you need anything.
plz001_02_00_02	Are you sure you want to leave the Plaza?
plz001_02_00_02_a	Yes
plz001_02_00_02_b	No
plz001_01_00_05	Do you know about {c[ffdc0f]}{c[ff1e1e]} Secret Styles{c[ffdc0f]}\r\n{c[ffffff]}in Toad's Rec Room?
plz001_01_00_06	What kinda games do you play on two systems?
plz001_01_00_07	Sorry to keep you waiting! The {c[ffdc0f]}new event \r\n{c[ffffff]}I've been working on is ready to go!
plz001_07_00_00	Choose character?
plz001_00.msbt
plz001_0_04_A_00	Gehheheh!\r\nThe party's already started!
plz001_0_04_A_01	I hate bright places.
plz001_0_04_A_02	Places this bright make me a bit shy...
plz001_0_04_A_03	Gehheheh!\r\nThe party's already started!
plz001_0_04_A_04	I hate bright places.
plz001_0_04_A_05	Places this bright make us a bit shy, huh...
plz001_0_04_A_00_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}! What an honor.\r\nThe party's already started!
plz001_0_04_A_01_kp	I hate bright places.
plz001_0_04_A_02_kp	Places this bright make me a bit shy...
plz001_0_05_A_00	Me and my fellow Goombas are ready to party!
plz001_0_05_A_01	We do more than get stomped on, ya know!
plz001_0_05_A_03	Goombas rule!
plz001_0_05_A_04	You gotta do us Goombas proud!
plz001_0_05_A_00_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}! The party sure has started, huh!
plz001_0_05_A_02_kp	We do more than get stomped on, I swear!
plz001_0_06_A_00	I yearn to become the Super Star...
plz001_0_06_A_01	But I got stuck with this staff job...
plz001_0_06_A_02	Not that there's anything wrong\r\nwith a staff job! *sigh*
plz001_0_06_A_00_kp	I yearn to become the Super Star...
plz001_0_06_A_01_kp	But {c[ffdc0f]} Kamek{c[ffffff]} stuck me with this staff job...
plz001_0_03_A_00	Hiya! {c[ffdc0f]}Birdo{c[ffffff]} here! How ya doin', {c[ffdc0f]}[n0]{c[ffffff]}?
plz001_0_03_A_01	The party has started!\r\nI'm SO EXCITED!
plz001_0_03_A_02	We'll finally see who the true Super Star is!\r\nIt's been a long road to get here.
plz001_0_03_A_03	Hey... Did you know that this sort of tournament has\r\nbeen held many times before, starting way back when?
plz001_0_03_A_03_a	Yep—I knew that!
plz001_0_03_A_03_b	No, way—really?
plz001_0_03_A_10	Of course you'd know that!
plz001_0_03_A_20	Totally! You didn't know that?\r\nAll right—lemme tell you all about it.
plz001_0_03_A_21	The tournaments back in the olden days\r\nwere also called {c[ffdc0f]}Mario Parties{c[ffffff]}.
plz001_0_03_A_22	And man did they get heated!\r\nI joined in a few when I was younger...
plz001_0_03_A_23	...Sorry, got lost in reverie there for a second.\r\nI'll tell you all about the good old days next time!
plz001_0_03_B_00	Hey hey hey! Birdo here!\r\nHow ya doin', {c[ffdc0f]}[n0]{c[ffffff]}?
plz001_0_03_B_01	This is the 11th party!\r\nCan you believe it?!
plz001_0_03_B_02	You can really feel the history.\r\nBack then, what happened was...
plz001_0_03_B_03	...I mean, so I've heard...\r\nNot that I'd remember...
plz001_0_03_C_00	Birdo here! Where were we... Oh, right!\r\nYou're interested in {c[ffdc0f]}Mario Party{c[ffffff]} history?
plz001_0_03_C_01	Just telling you would be so boring...\r\nI'll teach you through the art of the quiz!
plz001_0_03_D_00	Hey hey hey! Birdo here!\r\nHow ya doin', {c[ffdc0f]}[n0]{c[ffffff]}?
plz001_0_03_D_01	Have you gotten any gems?\r\nThe party hasn't even started yet!
plz001_0_02_A_00	I created this place myself, with magic!\r\nIt's called {c[ffdc0f]}Party Plaza{c[ffffff]}.
plz001_0_02_A_01	It's a wonderful space. Just perfect\r\nfor this party, don't you think?
plz001_0_02_A_02	The only staff member who could\r\nmanage to put on such a big event...
plz001_0_02_A_03	is me and nobody else!\r\nOr so I like to think.
plz001_0_02_A_04	Keeheehee!
plz001_0_02_A_01_kp	The only staff member who could\r\nmanage to put on such a big event...
plz001_0_02_A_02_kp	is me and nobody else!\r\nOr so I like to think.
plz001_0_02_A_03_kp	It was wise of you to put such faith in me.\r\nYou won't regret it!
plz001_0_02_A_04_kp	...I expect nothing less from you!
plz001_0_02_A_05_kp	Keeheehee!
plz001_0_02_B_00	These parties have quite the storied history.
plz001_0_02_B_01	And now we're writing a new page!
plz001_0_02_B_02	The official addition of Bowser's minions\r\nis quite a significant occasion, to be sure.
plz001_0_02_B_00_kp	These parties have quite the storied history.
plz001_0_02_B_01_kp	And now we're writing a new page!
plz001_0_02_B_02_kp	The official addition of Bowser's minions\r\nis truly our dearest wish come true!
plz001_0_02_C_00	After creating this place, I've\r\nbeen busy flying here and there.
plz001_0_02_C_01	 Toad and  Toadette have been a huge help,\r\nbut they can't run the show all by themselves.
plz001_0_02_C_02	I help keep an eye on the important stuff.\r\nWe're a team of three!
plz001_0_02_C_00_kp	After creating this place, I've\r\nbeen busy flying here and there.
plz001_0_02_C_01_kp	 Toad and  Toadette have been a huge help,\r\nbut they can't run the show all by themselves.
plz001_0_02_C_02_kp	It's my job to make sure your orders\r\nare carried out precisely!
plz001_0_02_D_00	The main events are getting most\r\nof the attention in this party...
plz001_0_02_D_01	But the other stuff is also really fun!
plz001_0_02_D_02	I highly recommend checking out {c[ffdc0f]}Toad's Rec\r\nRoom{c[ffffff]}! You can find it over by the pipe.
plz001_0_02_D_00_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}, the main events are getting\r\nmost of the attention in this party...
plz001_0_02_D_01_kp	But the other stuff is also really fun!
plz001_0_02_D_02_kp	I highly recommend checking out {c[ffdc0f]}Toad's Rec\r\nRoom{c[ffffff]}! You can find it over by the pipe.
plz001_0_07_A_00	Hey, will you sign my shell?
plz001_0_07_A_02	Just your autograph though, OK?\r\nNo doodles!
plz001_0_07_A_00_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}! Will you please sign my shell?
plz001_0_07_A_01_kp	If you don't wanna autograph it, you can\r\ndraw something—whatever you want!
plz001_0_07_B_00	I've been taking dance lessons so\r\nI can win at {c[ffdc0f]}Mario Party{c[ffffff]} someday!
plz001_0_07_B_01	After all, the most important part of any\r\nparty is the dancing, if you ask me!
plz001_0_07_B_00_kp	I've been taking dance lessons so\r\nthat I can help you win, Lord {c[ffdc0f]}[n0]{c[ffffff]}!
plz001_0_07_B_02_kp	Huh? {c[ffdc0f]}Mario Party{c[ffffff]} isn't a dance-off?!
plz001_0_09_A_00	If you're ever feeling sad and want to cry,\r\nfeel free to hide behind me!
plz001_0_09_A_01	Just don't do it too loudly, OK?\r\nBecause then everyone will know!
plz001_0_09_A_00_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}, if you're ever feeling sad and\r\nwant to cry, you can always hide behind me!
plz001_0_09_A_01_kp	Just don't do it too loudly, OK?
plz001_0_09_A_02_kp	Because then everyone will know!
plz001_0_11_A_00	The only thing this party is missing is...
plz001_0_11_A_01	{c[ffdc0f]}Stickers{c[ffffff]}! They're the best at parties!
plz001_0_11_A_02	You can put {c[ffdc0f]}stickers{c[ffffff]} together in weird ways\r\nor just collect them. Either way is tons of fun!
plz001_0_11_A_03	When the other stuff starts to wear you down,\r\ngive yourself a break and play with {c[ffdc0f]}stickers{c[ffffff]}.
plz001_0_10_A_00	Oho, so you're collecting {c[ffdc0f]} Gems{c[ffffff]}, eh?
plz001_0_10_A_01	If you think you're going to be the next\r\nSuper Star at this rate...think again!
plz001_0_10_A_02	The road to Super Stardom is treacherous!\r\nOr so I've heard...
plz001_0_10_A_00_kp	Well, well, if it isn't Lord {c[ffdc0f]}[n0]{c[ffffff]}!\r\nHow goes the {c[ffdc0f]} Gem{c[ffffff]} collection?
plz001_0_10_A_01_kp	I'm certain that you'll become\r\nthe Super Star, Lord {c[ffdc0f]}[n0]{c[ffffff]}.
plz001_0_10_A_02_kp	No one is a match for you!
plz001_0_20_A_button	 Cancel
plz001_0_20_text	Choose a character to swap out.
plz001_0_20_name	[n0]
plz001_0_20_A_00_a	Let's go!
plz001_0_20_A_00_b	Maybe next time.
plz001_0_20_A_00_c	Of course!
plz001_0_20_A_00	I haven't joined a party in a while.\r\nI'm really excited about this!
plz001_0_20_A_01	I wonder what kind of fun stuff awaits!
plz001_0_20_A_02	Will you please invite me to join you?
plz001_0_20_A_03	Thank you! This makes me so happy!
plz001_0_20_A_04	Ah, I see... Too bad.
plz001_0_20_B_00	I haven't joined a party in ages.\r\nThis sure is exciting!
plz001_0_20_B_01	I want to play ALL of the games!
plz001_0_20_B_02	Will you partner up with me?
plz001_0_20_B_03	Thank you so much!
plz001_0_20_B_04	OK, well... That's a shame.
plz001_0_20_C_00	Yoshi! Yoshi! Yoshi!\r\n(I'm excited for my first party in a while!)
plz001_0_20_C_01	Yoshi! Yoshi!\r\n(I can't wait to play!)
plz001_0_20_C_02	Yoshi! Yoshi!\r\n(Hey, let's play together!)
plz001_0_20_C_03	Yoshi! Yoshi!\r\n(Thanks! I'm so happy!)
plz001_0_20_C_04	Yoshi.\r\n(Oh, I see... Too bad.)
plz001_0_20_D_00	Wahahah! I haven't been to a party\r\nfor a while! I can't wait!
plz001_0_20_D_01	I don't care what it is,\r\nI just wanna play!
plz001_0_20_D_02	Hey! You need my help, right?!
plz001_0_20_D_03	WAHAHAHA! Sucker!\r\nOK, fine—I'll help you win.
plz001_0_20_D_04	WHA—?! What a loser!
plz001_0_20_E_00	I'm so excited! It feels like forever\r\nsince my last party!
plz001_0_20_E_01	I don't care what it is,\r\nI just wanna play!
plz001_0_20_E_02	Will you please pick me? Pretty please!
plz001_0_20_E_03	YAY! Thank you!
plz001_0_20_E_04	Oh... That's a shame.
plz001_0_30_F_00	There are two {c[ffdc0f]}new attractions\r\n{c[ffffff]}causing a stir at this party.
plz001_0_30_F_01	They're called {c[ffdc0f]}Sound Stage{c[ffffff]} and {c[ffdc0f]}River Survival{c[ffffff]}.\r\nThey sound pretty fun, don't they?
plz001_0_30_F_02	Will you please invite me to join you?
plz001_0_30_F_03	Thank you! This makes me so happy!
plz001_0_30_F_04	Ah, I see... Too bad.
plz001_0_30_G_00	This party is focusing on two {c[ffdc0f]}new attractions{c[ffffff]}.
plz001_0_30_G_01	They are called {c[ffdc0f]}Sound Stage{c[ffffff]} and\r\n{c[ffdc0f]}River Survival{c[ffffff]}. I'm eager to try them.
plz001_0_30_G_02	Will you partner up with me?
plz001_0_30_G_03	Thank you very much.
plz001_0_30_G_04	Ah, well... That's a pity.
plz001_0_30_H_01	Yoshi! Yoshi! Yoshi!\r\n({c[ffdc0f]}Sound Stage{c[ffffff]} and {c[ffdc0f]}River Survival{c[ffffff]}!)
plz001_0_30_H_02	Yoshi! Yoshi!\r\n(Hey, let's play together!)
plz001_0_30_H_03	Yoshi! Yoshi!\r\n(Thanks! I'm so happy!)
plz001_0_30_H_04	Yoshi.\r\n(Oh, I see... Too bad.)
plz001_0_30_I_01	{c[ffdc0f]}Sound Stage{c[ffffff]} and {c[ffdc0f]}River Survival{c[ffffff]}!\r\nI'll play either one—I don't care which!
plz001_0_30_I_02	Hey! You need my help, right?!
plz001_0_30_I_03	WAHAHAHA! Sucker!\r\nOK, fine—I'll help you win.
plz001_0_30_I_04	WHA—?! What a loser!
plz001_0_30_J_01	{c[ffdc0f]}Sound Stage{c[ffffff]} and {c[ffdc0f]}River Survival{c[ffffff]}!\r\nI gotta try them soon!
plz001_0_30_J_02	If you don't mind, I'd like to join you...
plz001_0_30_J_03	Now you're talkin'!\r\nWinning schemes are my specialty!
plz001_0_30_J_04	You're gonna regret this!
plz001_0_30_A_00	Did you hear the news? I brought all\r\nmy {c[ffdc0f]}minions{c[ffffff]} along to this party!
plz001_0_30_A_01	With us in the mix, there's no doubt\r\nthis is gonna be a good time!
plz001_0_30_A_02	What do you say? Wanna team up?
plz001_0_30_A_03	You're smarter than you look!\r\nLet's do this.
plz001_0_30_A_04	You don't seem to grasp how amazing I am.\r\nWhat a shame for you...
plz001_0_30_B_00	We're joining this party too!
plz001_0_30_B_01	Things are gonna get real exciting!
plz001_0_30_B_02	I bet you want me to join you?
plz001_0_30_B_03	You're gonna need my help!
plz001_0_30_B_04	I didn't want to join you anyway!
plz001_0_30_C_00	Guess what? Us {c[ffdc0f]}minions {c[ffffff]}came to this party too!
plz001_0_30_C_02	Want me to join you?
plz001_0_30_C_03	Thanks! I'll do my best!
plz001_0_30_C_04	Oh... Lame.
plz001_0_30_D_01	With all of us {c[ffdc0f]}minions{c[ffffff]} in the mix, this party\r\nis gonna have a way different feel!
plz001_0_30_D_02	Take me with you!
plz001_0_30_D_03	I'll do more than get stomped on!
plz001_0_30_D_04	I'm sorry you don't understand\r\nhow amazing I am...
plz001_0_30_E_00	Lots of us {c[ffdc0f]}minions {c[ffffff]}came to this party...
plz001_0_30_E_02	I'd like...to...join you.
plz001_0_30_E_03	Thank...you. I am so happy.
plz001_0_30_E_04	Too bad...
plz001_0_30_A_00_kp	Hey, Junior! Did you see I brought\r\nall my {c[ffdc0f]}minions{c[ffffff]} to the party?
plz001_0_30_A_01_kp	With us in the mix, there's no doubt\r\nthis is gonna be a good time!
plz001_0_30_A_02_kp	What do you say? Wanna team up?
plz001_0_30_A_03_kp	That's my boy! Let's do this!
plz001_0_30_A_04_kp	What is wrong with you?!\r\nYou're gonna leave your dear dad behind?
plz001_0_30_B_00_kp	That was good thinking, bringing\r\nyour {c[ffdc0f]}minions {c[ffffff]}to this party!
plz001_0_30_B_01_kp	With us in the mix, things are\r\ngonna get real exciting!
plz001_0_30_B_02_kp	Let's team up, Dad!
plz001_0_30_B_03_kp	Thanks, Dad! I won't let you down.
plz001_0_30_B_04_kp	What?! Why not! *sniff*
plz001_0_30_C_00_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}! Thanks for inviting\r\nall us {c[ffdc0f]}minions{c[ffffff]} to the party!
plz001_0_30_C_02_kp	Please take me with you, my lord...
plz001_0_30_C_03_kp	Thank you!\r\nI am at your service!
plz001_0_30_C_04_kp	I see... That's too bad...
plz001_0_30_D_01_kp	With all your {c[ffdc0f]}minions{c[ffffff]} in the mix, this party\r\nis gonna have a way different feel!
plz001_0_30_D_02_kp	Lord {c[ffdc0f]}[n0]{c[ffffff]}! Take me with you!
plz001_0_30_D_03_kp	Thank you!\r\nI'll do my best!
plz001_0_30_D_04_kp	B-b-but...
plz001_0_30_E_01_kp	Lots of your {c[ffdc0f]}minions {c[ffffff]}came to\r\nthis party... I hope it's fun.
plz001_0_30_E_02_kp	Lord...{c[ffdc0f]}[n0]{c[ffffff]}! Will you take me...with you?
